SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AUBANK,EQ,530,547,523.7,541.65,536.75,525,10585689,5675821262.65,10-JUL-2017,99367,INE949L01017
AUBANK,EQ,721.05,732.75,705.85,711.75,708.65,720.65,411092,296919867.45,15-JUN-2018,7773,INE949L01017,
AUBANK,EQ,711.5,722.1,705.5,712.45,712,711.75,145231,103707891.15,18-JUN-2018,4459,INE949L01017,
AUBANK,EQ,715,719.8,703.1,716.45,716,712.45,155211,111100413.05,19-JUN-2018,3375,INE949L01017,
AUBANK,EQ,715.05,721.85,705.3,708.8,711.85,716.45,189042,135567750.35,20-JUN-2018,5340,INE949L01017,
AUBANK,EQ,710,712.3,687.75,690.35,688,708.8,215749,151989083.75,21-JUN-2018,4944,INE949L01017,
AUBANK,EQ,690.35,699.3,675.6,680.3,678.7,690.35,176069,121161160.95,22-JUN-2018,5461,INE949L01017,
AUBANK,EQ,680.3,698,675.55,688.9,688.3,680.3,166981,115221873.55,25-JUN-2018,7159,INE949L01017,
AUBANK,EQ,685.9,695,683,686.45,684.95,688.9,87483,60353924.7,26-JUN-2018,6857,INE949L01017,
AUBANK,EQ,685.3,696.75,660.4,669.2,667,686.45,156910,106492347.4,27-JUN-2018,10681,INE949L01017,
AUBANK,EQ,671.1,677.65,650,663,662,669.2,223547,147749633.6,28-JUN-2018,5001,INE949L01017,
AUBANK,EQ,670,675,654.65,655.75,657.35,663,82847,54687259.5,29-JUN-2018,4479,INE949L01017,
AUBANK,EQ,660.65,669.35,652.05,664.75,664.1,655.75,102946,67663508.75,02-JUL-2018,4884,INE949L01017,
AUBANK,EQ,664.85,679.8,658.15,670.6,669.2,664.75,91579,61528855.1,03-JUL-2018,7648,INE949L01017,
AUBANK,EQ,674.6,693.1,664,680.2,678.95,670.6,76880,52241105.45,04-JUL-2018,4769,INE949L01017,
AUBANK,EQ,671.55,683.25,663,669.2,669,680.2,88389,59132927.2,05-JUL-2018,5360,INE949L01017,
AUBANK,EQ,640,692.5,612.05,679.35,667.4,669.2,1422854,927544429.5,06-JUL-2018,58837,INE949L01017,
AUBANK,EQ,664.8,664.8,629,637.65,634.7,679.35,1083555,698264661.1,09-JUL-2018,32991,INE949L01017,
AUBANK,EQ,634,648,631,639.15,641,637.65,445051,284330141.55,10-JUL-2018,14403,INE949L01017,
AUBANK,EQ,641,647.15,634.05,637.8,637,639.15,276442,176720261.35,11-JUL-2018,12637,INE949L01017,
AUBANK,EQ,642,650,637.15,648.6,648.65,637.8,430721,277425382.3,12-JUL-2018,15671,INE949L01017,
AUBANK,EQ,647,647,630,636.25,638.4,648.6,9664336,6093587644.8,13-JUL-2018,31653,INE949L01017,
AUBANK,EQ,637.05,644.9,631.2,634.95,635,636.25,448146,284689399.95,16-JUL-2018,8396,INE949L01017,
AUBANK,EQ,639.9,640,632.3,634.95,634.6,634.95,200753,128073346.65,17-JUL-2018,30362,INE949L01017,
AUBANK,EQ,638.9,638.9,630,636.05,635.85,634.95,169511,107549607.65,18-JUL-2018,13094,INE949L01017,
AUBANK,EQ,637,637,623.25,629.5,630,636.05,1624761,1023458327.1,19-JUL-2018,13632,INE949L01017,
AUBANK,EQ,629,634.6,625.9,632,632,629.5,317342,200184929.35,20-JUL-2018,12225,INE949L01017,
AUBANK,EQ,632,646.9,627.75,641.95,635.6,632,260849,166506236.05,23-JUL-2018,6208,INE949L01017,
AUBANK,EQ,636.15,646,635.6,640.95,639.5,641.95,354694,227347745.75,24-JUL-2018,11820,INE949L01017,
AUBANK,EQ,643,651,635,637.2,636.9,640.95,443230,286256096.1,25-JUL-2018,13801,INE949L01017,
AUBANK,EQ,639.9,644.7,636.9,640,639.8,637.2,149809,95927461.9,26-JUL-2018,4268,INE949L01017,
AUBANK,EQ,640,645,633.7,636.4,634.85,640,797189,510478956.55,27-JUL-2018,4758,INE949L01017,
AUBANK,EQ,636.4,644.8,636.4,640.25,641.5,636.4,1824310,1167622420.65,30-JUL-2018,3859,INE949L01017,
AUBANK,EQ,643,648,639.5,643.9,643,640.25,230152,147951339.65,31-JUL-2018,5562,INE949L01017,
AUBANK,EQ,640.2,647,639.05,644.15,641.5,643.9,803107,517303592.25,01-AUG-2018,5824,INE949L01017,
AUBANK,EQ,645,661,642.05,657.4,657,644.15,674543,440735719.05,02-AUG-2018,13590,INE949L01017,
AUBANK,EQ,660,664.5,655,657.3,657,657.4,144126,95179668.4,03-AUG-2018,4443,INE949L01017,
AUBANK,EQ,660,666,650,657.9,657,657.3,126797,83532787.35,06-AUG-2018,3820,INE949L01017,
AUBANK,EQ,660.9,670,640,659.5,649,657.9,714360,470224673.35,07-AUG-2018,21018,INE949L01017,
AUBANK,EQ,652.7,661.75,638,653.75,655.2,659.5,248211,161544618.35,08-AUG-2018,7843,INE949L01017,
AUBANK,EQ,658.9,658.9,641,644.55,641,653.75,116074,75401649.55,09-AUG-2018,5256,INE949L01017,
AUBANK,EQ,670,714,670,693.7,684,644.55,2946317,2050542951.8,10-AUG-2018,52685,INE949L01017,
AUBANK,EQ,689.8,708.9,678,689.4,688,693.7,844274,583275700.55,13-AUG-2018,21962,INE949L01017,
AUBANK,EQ,692.4,692.8,680,682.5,683,689.4,162141,110974782.5,14-AUG-2018,7434,INE949L01017,
AUBANK,EQ,678.9,705.65,675,697.7,696.6,682.5,873512,608488228.8,16-AUG-2018,30774,INE949L01017,
AUBANK,EQ,699.65,705.95,686.25,695.45,690.35,697.7,530288,371504476.2,17-AUG-2018,36452,INE949L01017,
AUBANK,EQ,697.95,705,684.75,688.35,684.75,695.45,140630,97825314,20-AUG-2018,10523,INE949L01017,
AUBANK,EQ,688,701.5,673.55,699.55,697.75,688.35,377889,262571795.1,21-AUG-2018,13067,INE949L01017,
AUBANK,EQ,705,714,690.2,701.4,697,699.55,2712090,1909570516.4,23-AUG-2018,23368,INE949L01017,
AUBANK,EQ,697,704.9,689,699.8,699.5,701.4,194235,135306318.35,24-AUG-2018,10113,INE949L01017,
AUBANK,EQ,700,727.6,699.8,721.05,717,699.8,723295,521483279.25,27-AUG-2018,31922,INE949L01017,
AUBANK,EQ,719.95,725,703,719.05,719.75,721.05,295432,211098355.95,28-AUG-2018,10210,INE949L01017,
AUBANK,EQ,720.35,734.7,720.35,729.25,734,719.05,1243255,904891344.7,29-AUG-2018,27620,INE949L01017,
AUBANK,EQ,736.95,745,722.35,736.75,729,729.25,850593,625990967.75,30-AUG-2018,17905,INE949L01017,
AUBANK,EQ,730.5,744.7,722.1,735.1,731,736.75,385568,282392980.1,31-AUG-2018,14940,INE949L01017,
AUBANK,EQ,733.6,735.85,724.15,730.1,730,735.1,271500,197860240.05,03-SEP-2018,11284,INE949L01017,
AUBANK,EQ,725.1,733.95,705,717.3,710,730.1,246988,177850753.05,04-SEP-2018,13756,INE949L01017,
AUBANK,EQ,707.65,714.9,670,701.4,700.05,717.3,471364,325463522.95,05-SEP-2018,26791,INE949L01017,
AUBANK,EQ,707.1,707.1,673.2,680.05,680,701.4,582829,396016031.95,06-SEP-2018,43835,INE949L01017,
AUBANK,EQ,680,699,676,694.45,694,680.05,395129,273067938.9,07-SEP-2018,16336,INE949L01017,
AUBANK,EQ,690.1,698.45,675.05,680.05,681,694.45,302463,206374491.2,10-SEP-2018,19235,INE949L01017,
AUBANK,EQ,681,703.25,681,688.35,690,680.05,236584,163845784.35,11-SEP-2018,14611,INE949L01017,
AUBANK,EQ,692,698,678.2,694.45,687,688.35,204580,140845892.7,12-SEP-2018,15434,INE949L01017,
AUBANK,EQ,690.1,702.9,690.1,694.5,696.95,694.45,181671,126388542.8,14-SEP-2018,12073,INE949L01017,
AUBANK,EQ,696.5,696.5,678.9,682.35,680,694.5,102399,70108297.35,17-SEP-2018,10937,INE949L01017,
AUBANK,EQ,677.1,687,672,675.25,676.4,682.35,202711,137009977.55,18-SEP-2018,5597,INE949L01017,
AUBANK,EQ,676.05,685,666.25,675.95,673,675.25,128928,86933846.75,19-SEP-2018,6655,INE949L01017,
AUBANK,EQ,678.85,684.4,639.8,644.95,649.35,675.95,662314,436213199.55,21-SEP-2018,22875,INE949L01017,
AUBANK,EQ,645.55,653,612.6,616.9,616,644.95,1034204,643357520.55,24-SEP-2018,56073,INE949L01017,
AUBANK,EQ,612,660,605.1,623.65,632.3,616.9,569137,350213247.95,25-SEP-2018,24655,INE949L01017,
AUBANK,EQ,628.3,634.9,613.3,617.8,614.9,623.65,441370,275101951.55,26-SEP-2018,18218,INE949L01017,
AUBANK,EQ,617.9,622.75,593.6,604.5,600.55,617.8,810961,494682462.55,27-SEP-2018,36219,INE949L01017,
AUBANK,EQ,605,616.7,545.05,574.3,572.7,604.5,1444434,837995701.95,28-SEP-2018,66757,INE949L01017,
AUBANK,EQ,560,577.35,545,560.7,556.1,574.3,1040715,580286293.9,01-OCT-2018,53370,INE949L01017,
AUBANK,EQ,560,574.5,546.7,564.75,566.3,560.7,763903,430296328.4,03-OCT-2018,37352,INE949L01017,
AUBANK,EQ,562.7,570,550,555.7,563.45,564.75,326917,180895289.3,04-OCT-2018,11668,INE949L01017,
AUBANK,EQ,559.85,566,549.05,550.7,551.7,555.7,248164,137326481.4,05-OCT-2018,11111,INE949L01017,
AUBANK,EQ,543.35,579.2,526.2,564.15,562,550.7,502455,276649994.65,08-OCT-2018,36167,INE949L01017,
AUBANK,EQ,568.7,575,545.5,569.6,573,564.15,134982,75933588.4,09-OCT-2018,9216,INE949L01017,
AUBANK,EQ,563.5,584.9,562.6,580.85,580.55,569.6,472254,271423753.55,10-OCT-2018,24212,INE949L01017,
AUBANK,EQ,545,585.5,545,580.25,585.5,580.85,405246,231946172.05,11-OCT-2018,14740,INE949L01017,
AUBANK,EQ,598.35,621.9,583.3,617.85,619.9,580.25,465033,282911651.6,12-OCT-2018,13680,INE949L01017,
AUBANK,EQ,639.95,639.95,601.1,620.25,626,617.85,1220738,749741527.6,15-OCT-2018,28364,INE949L01017,
AUBANK,EQ,625,636.85,620.3,631.55,629.15,620.25,225861,142025478.6,16-OCT-2018,7654,INE949L01017,
AUBANK,EQ,631.55,637.75,592.6,596.05,597.5,631.55,275960,170346480.6,17-OCT-2018,10053,INE949L01017,
AUBANK,EQ,596.05,596.95,537,539.6,539,596.05,1620842,894742319.55,19-OCT-2018,24989,INE949L01017,
AUBANK,EQ,540,550.9,500.5,522.5,530,539.6,955643,493599269.3,22-OCT-2018,46081,INE949L01017,
AUBANK,EQ,511.1,541,510,529.5,539,522.5,416467,216469991.1,23-OCT-2018,25334,INE949L01017,
AUBANK,EQ,532.8,538.2,518.1,525.85,522.95,529.5,341408,179395227.75,24-OCT-2018,18091,INE949L01017,
AUBANK,EQ,514,535,512.35,531.15,528.2,525.85,193086,101251917.7,25-OCT-2018,16581,INE949L01017,
AUBANK,EQ,538,538,515,523.85,528,531.15,384752,200766196.25,26-OCT-2018,35461,INE949L01017,
AUBANK,EQ,537,538,516.05,528.7,532,523.85,365405,191233268,29-OCT-2018,13734,INE949L01017,
AUBANK,EQ,524.3,549.95,524,546.1,544.75,528.7,409842,221359823.6,30-OCT-2018,20025,INE949L01017,
AUBANK,EQ,551.8,569.95,532.2,555.6,566,546.1,292718,159493520.6,31-OCT-2018,16978,INE949L01017,
AUBANK,EQ,560.05,567.75,554.45,563.7,556.9,555.6,97948,55135221.55,01-NOV-2018,8355,INE949L01017,
AUBANK,EQ,564.65,568.75,553,559.65,554.05,563.7,124955,70105314.15,02-NOV-2018,11002,INE949L01017,
AUBANK,EQ,555,558.85,542.5,554.8,550.1,559.65,186717,102869545.8,05-NOV-2018,9559,INE949L01017,
AUBANK,EQ,552.55,556,546.05,549.25,547,554.8,63045,34688295.15,06-NOV-2018,6050,INE949L01017,
AUBANK,EQ,554.5,554.8,547,550.5,550.5,554.8,102704,56531905.3,09-NOV-2018,6573,INE949L01017,
AUBANK,EQ,554.95,569,540,544.65,549,550.5,150743,83124562.8,12-NOV-2018,11857,INE949L01017,
AUBANK,EQ,548,548,520,536.8,538,544.65,287241,152648853.7,13-NOV-2018,21883,INE949L01017,
AUBANK,EQ,554,604,542.15,576.75,569,536.8,1510638,876579622.65,14-NOV-2018,76666,INE949L01017,
AUBANK,EQ,568.9,592.5,566,587.15,587.5,576.75,436163,254778249.45,15-NOV-2018,26680,INE949L01017,
AUBANK,EQ,590.65,609.4,585.95,597.75,594.7,587.15,487473,291899270.9,16-NOV-2018,23797,INE949L01017,
AUBANK,EQ,597.75,609.95,588.1,592.6,595,597.75,233390,139732252.55,19-NOV-2018,14027,INE949L01017,
AUBANK,EQ,594.4,603.9,560.35,588.75,586,592.6,407832,238573578.65,20-NOV-2018,23847,INE949L01017,
AUBANK,EQ,581.35,598.5,581.3,589.65,587,588.75,209946,123918933.85,21-NOV-2018,13575,INE949L01017,
AUBANK,EQ,592,592,586.35,589.1,590,589.65,236284,139293451.25,22-NOV-2018,24112,INE949L01017,
AUBANK,EQ,592,593.6,577.4,589.9,589.95,589.1,159875,94265217.9,26-NOV-2018,21576,INE949L01017,
AUBANK,EQ,592.4,612.4,584.4,609,606.1,589.9,918128,552548040,27-NOV-2018,84999,INE949L01017,
AUBANK,EQ,604,608,582.2,585.55,583,609,129093,76547160.55,28-NOV-2018,11971,INE949L01017,
AUBANK,EQ,590,601.2,575,585.15,584,585.55,172520,101567294.75,29-NOV-2018,13923,INE949L01017,
AUBANK,EQ,585.15,600.05,558.7,568.25,590,585.15,2793659,1596671998.8,30-NOV-2018,63555,INE949L01017,
AUBANK,EQ,583.85,598,578,591.6,590,568.25,516498,304595033.75,03-DEC-2018,36633,INE949L01017,
AUBANK,EQ,585,612.8,585,608.75,606.1,591.6,565432,339400173.8,04-DEC-2018,42883,INE949L01017,
AUBANK,EQ,600,618,600,612.05,613,608.75,395189,241717868.3,05-DEC-2018,23338,INE949L01017,
AUBANK,EQ,608,620,607,615.55,612.45,612.05,643321,393395909.45,06-DEC-2018,26790,INE949L01017,
AUBANK,EQ,613,628,609.1,611.35,610,615.55,355827,220350284.8,07-DEC-2018,17474,INE949L01017,
AUBANK,EQ,600,609.5,579.1,589.1,582.1,611.35,230988,138028790.3,10-DEC-2018,17893,INE949L01017,
AUBANK,EQ,576.5,598.5,574,595.65,596,589.1,220513,130141670.8,11-DEC-2018,22842,INE949L01017,
AUBANK,EQ,598,628.9,597,615.25,619,595.65,400047,247196577.35,12-DEC-2018,25997,INE949L01017,
AUBANK,EQ,619.05,631,610.1,624.95,621.6,615.25,385046,239322196.4,13-DEC-2018,20256,INE949L01017,
AUBANK,EQ,626.4,636.9,623.95,631.85,626,624.95,357584,226013777.45,14-DEC-2018,20116,INE949L01017,
AUBANK,EQ,630,646.5,622.15,639.2,641.5,631.85,223808,141368885.15,17-DEC-2018,29535,INE949L01017,
AUBANK,EQ,639.95,652.9,633.7,640.4,638.65,639.2,468250,301866602.55,18-DEC-2018,32166,INE949L01017,
AUBANK,EQ,644,648.75,628,642.35,641.6,640.4,269371,171198810.4,19-DEC-2018,14056,INE949L01017,
AUBANK,EQ,633.3,642.05,630.1,638.15,635.1,642.35,123849,78695213.05,20-DEC-2018,8954,INE949L01017,
AUBANK,EQ,633.3,644.9,607.2,636.85,641.3,638.15,2200016,1401188753.25,21-DEC-2018,19210,INE949L01017,
AUBANK,EQ,641.75,643.65,601.1,606.45,604,636.85,322978,198245533.95,24-DEC-2018,25906,INE949L01017,
AUBANK,EQ,602,603.85,582.5,592.05,590,606.45,294560,174595980.95,26-DEC-2018,10919,INE949L01017,
AUBANK,EQ,602.8,608.4,586,595.45,594.9,592.05,89749,53719980.5,27-DEC-2018,6651,INE949L01017,
AUBANK,EQ,600,603.9,566,582.1,575.9,595.45,760674,444257877.85,28-DEC-2018,29863,INE949L01017,
AUBANK,EQ,580,629,576.45,622.1,619.5,582.1,666704,406312949.7,31-DEC-2018,22134,INE949L01017,
AUBANK,EQ,622.1,626.55,610.4,621.95,618.6,622.1,344616,213746224,01-JAN-2019,22030,INE949L01017,
AUBANK,EQ,615,624.65,611.95,620.25,622.5,621.95,166148,102823409.9,02-JAN-2019,20610,INE949L01017,
AUBANK,EQ,620.2,628.3,616.15,621.35,619.9,620.25,133626,83342373.75,03-JAN-2019,9830,INE949L01017,
AUBANK,EQ,621,634.5,619.65,623.85,623,621.35,330182,207015130.55,04-JAN-2019,15167,INE949L01017,
AUBANK,EQ,625,626,601.5,616.35,614.15,623.85,476017,291393498.05,07-JAN-2019,15958,INE949L01017,
AUBANK,EQ,612.1,632.9,608,623.05,619,616.35,374264,231813044.2,08-JAN-2019,12933,INE949L01017,
AUBANK,EQ,624,635,615.9,630.85,634,623.05,137994,86378960.75,09-JAN-2019,8101,INE949L01017,
AUBANK,EQ,632.8,658,630,651.75,658,630.85,406708,262548831.85,10-JAN-2019,27291,INE949L01017,
AUBANK,EQ,654.85,657,649.1,652.15,650.1,651.75,422128,275320596.9,11-JAN-2019,13469,INE949L01017,
AUBANK,EQ,653.8,667.85,642.55,655.15,660,652.15,873063,576546048.5,14-JAN-2019,15567,INE949L01017,
AUBANK,EQ,655.4,668.95,655.4,660.2,660,655.15,227114,150080326.35,15-JAN-2019,7274,INE949L01017,
AUBANK,EQ,663,664.15,645.5,648.75,646,660.2,196600,127817377.9,16-JAN-2019,14567,INE949L01017,
AUBANK,EQ,651.5,662,651,655.05,655.5,648.75,404178,264650820.7,17-JAN-2019,33697,INE949L01017,
AUBANK,EQ,625,641.8,606.1,622.2,614.8,655.05,645567,402007126.95,18-JAN-2019,27278,INE949L01017,
AUBANK,EQ,620,621.9,607,608.7,608,622.2,359668,219530364.1,21-JAN-2019,21894,INE949L01017,
AUBANK,EQ,605.15,607.95,588,595.3,595.1,608.7,379922,224790398.75,22-JAN-2019,33617,INE949L01017,
AUBANK,EQ,595.25,601.65,588.05,589.1,589.65,595.3,902444,535975989.55,23-JAN-2019,6185,INE949L01017,
AUBANK,EQ,595,597.85,586.05,588.15,586.5,589.1,85024,50084054.6,24-JAN-2019,7228,INE949L01017,
AUBANK,EQ,582.9,598.55,582.9,589.4,585.15,588.15,160341,94624192.6,25-JAN-2019,14953,INE949L01017,
AUBANK,EQ,585.1,599.9,572.1,592.25,599,589.4,225562,131667445.9,28-JAN-2019,37378,INE949L01017,
AUBANK,EQ,595,598.9,587.2,593.85,589,592.25,497252,294557442.5,29-JAN-2019,11869,INE949L01017,
AUBANK,EQ,592.4,594.8,581.6,586.8,587.1,593.85,248350,146202141.1,30-JAN-2019,35621,INE949L01017,
AUBANK,EQ,590,594.8,581.65,584.25,584.6,586.8,257833,151782389.3,31-JAN-2019,15808,INE949L01017,
AUBANK,EQ,585.6,593.8,576,579.55,578.8,584.25,263192,153604478.4,01-FEB-2019,19825,INE949L01017,
AUBANK,EQ,578,583,564.4,573.7,579,579.55,222086,127203405.8,04-FEB-2019,33041,INE949L01017,
AUBANK,EQ,573.9,595,573.9,587.55,593.05,573.7,187494,108592979.3,05-FEB-2019,21889,INE949L01017,
AUBANK,EQ,589,604.5,581.5,602.15,602.5,587.55,255346,151610016.3,06-FEB-2019,26695,INE949L01017,
AUBANK,EQ,600,609.85,590,598,593,602.15,213275,127867002.15,07-FEB-2019,17377,INE949L01017,
AUBANK,EQ,598,598,580.5,586.05,586,598,144411,84682055.7,08-FEB-2019,14215,INE949L01017,
AUBANK,EQ,593.8,593.8,576.55,588.95,584,586.05,110178,64249013.55,11-FEB-2019,7408,INE949L01017,
AUBANK,EQ,585,586.7,576,577.8,576,588.95,111816,64797122.75,12-FEB-2019,13521,INE949L01017,
AUBANK,EQ,578.95,583.7,575.05,576.25,577,577.8,136687,79030972.95,13-FEB-2019,13987,INE949L01017,
AUBANK,EQ,575.65,579.8,574.5,575.95,575.2,576.25,77192,44430626,14-FEB-2019,5772,INE949L01017,
AUBANK,EQ,576,583,574.7,575.05,575,575.95,98410,56752685.5,15-FEB-2019,7571,INE949L01017,
AUBANK,EQ,575.1,579.8,570,571.2,570.1,575.05,77652,44651211.8,18-FEB-2019,10733,INE949L01017,
AUBANK,EQ,572.5,575.55,564,566,564,571.2,171955,97943866.35,19-FEB-2019,14780,INE949L01017,
AUBANK,EQ,566,572.5,558,564.4,566,566,134989,76127930.7,20-FEB-2019,13320,INE949L01017,
AUBANK,EQ,569.9,579.9,561.25,576.4,576.95,564.4,66260,37797693.9,21-FEB-2019,7888,INE949L01017,
AUBANK,EQ,580.15,587.1,570,574.8,570,576.4,192550,111011366.9,22-FEB-2019,7819,INE949L01017,
AUBANK,EQ,574,577.7,570,573.65,571.15,574.8,38197,21899044.6,25-FEB-2019,2836,INE949L01017,
AUBANK,EQ,569.45,577,561.1,569.95,568.1,573.65,66932,38065530.35,26-FEB-2019,4129,INE949L01017,
AUBANK,EQ,572.85,582,565.4,569.95,574,569.95,76535,43725517.55,27-FEB-2019,5075,INE949L01017,
AUBANK,EQ,574,580.9,570,579.6,575,569.95,78710,45404006.3,28-FEB-2019,7061,INE949L01017,
AUBANK,EQ,576.65,579.75,562,569.6,570.1,579.6,502483,287294958.5,01-MAR-2019,10594,INE949L01017,
AUBANK,EQ,572.9,594.75,571.05,581.25,579,569.6,454534,264501448.1,05-MAR-2019,18499,INE949L01017,
AUBANK,EQ,578,594.9,577.95,589.15,590,581.25,227989,134538935.8,06-MAR-2019,8424,INE949L01017,
AUBANK,EQ,594.6,594.9,575.3,580.65,580,589.15,300944,176141509.6,07-MAR-2019,10466,INE949L01017,
AUBANK,EQ,581.7,588,575.5,584.5,583,580.65,75292,43718679.3,08-MAR-2019,5424,INE949L01017,
AUBANK,EQ,583.1,588.95,578.65,583.3,585,584.5,436703,254686921.6,11-MAR-2019,8571,INE949L01017,
AUBANK,EQ,585,597.8,580.4,587.95,583,583.3,259023,153083442.3,12-MAR-2019,12165,INE949L01017,
AUBANK,EQ,586.8,608.8,579.4,606.6,607,587.95,283781,169665537.75,13-MAR-2019,11658,INE949L01017,
AUBANK,EQ,608.95,628.25,586,591.45,589,606.6,619747,377824138.65,14-MAR-2019,21547,INE949L01017,
AUBANK,EQ,596,615.95,595,610.9,607,591.45,259528,157204813.8,15-MAR-2019,9758,INE949L01017,
AUBANK,EQ,610.8,610.8,587.1,591.5,589.3,610.9,291632,173710405,18-MAR-2019,20341,INE949L01017,
AUBANK,EQ,593.8,596.7,575.35,579.1,582.15,591.5,677616,392514764.6,19-MAR-2019,24121,INE949L01017,
AUBANK,EQ,584.45,584.45,559.3,569.95,569,579.1,1192476,679889371,20-MAR-2019,17209,INE949L01017,
AUBANK,EQ,571,581,557,562.8,561.7,569.95,633823,357927745.45,22-MAR-2019,20208,INE949L01017,
AUBANK,EQ,558,561,550.1,551.65,552.2,562.8,735435,408017855.2,25-MAR-2019,16142,INE949L01017,
AUBANK,EQ,555,558.5,541.25,556.25,555.3,551.65,683911,375925975.4,26-MAR-2019,24761,INE949L01017,
AUBANK,EQ,555.1,578.5,555.1,574.55,578.5,556.25,959730,547138858.5,27-MAR-2019,26676,INE949L01017,
AUBANK,EQ,578,590,569,588.35,588,574.55,307345,179144459.65,28-MAR-2019,11781,INE949L01017,
AUBANK,EQ,588,604.5,573.35,595.6,596.5,588.35,727821,428683097.75,29-MAR-2019,17831,INE949L01017,
AUBANK,EQ,598.6,599.45,585.45,589.1,588,595.6,381796,226678892.15,01-APR-2019,4522,INE949L01017,
AUBANK,EQ,590.05,614,586.15,610.6,613.1,589.1,357196,216088668.4,02-APR-2019,10344,INE949L01017,
AUBANK,EQ,613,622,596.05,598.85,598.95,610.6,222908,135853545,03-APR-2019,8698,INE949L01017,
AUBANK,EQ,601,607.4,585.2,601.2,600,598.85,147728,88321290.15,04-APR-2019,11690,INE949L01017,
AUBANK,EQ,600.2,606,587,594.75,600,601.2,217577,130601653.05,05-APR-2019,10334,INE949L01017,
AUBANK,EQ,597.7,605.2,580.1,582.55,580.1,594.75,166667,97824690.9,08-APR-2019,13074,INE949L01017,
AUBANK,EQ,587,587.45,578.15,582.85,581.85,582.55,102680,59787039.15,09-APR-2019,6644,INE949L01017,
AUBANK,EQ,585.4,593.9,583.5,585.55,587,582.85,215777,126615759.2,10-APR-2019,5190,INE949L01017,
AUBANK,EQ,584,591.75,578,590.25,588,585.55,215341,125328623.2,11-APR-2019,6047,INE949L01017,
AUBANK,EQ,587,597,586.95,592,591.35,590.25,199848,118630637.65,12-APR-2019,5648,INE949L01017,
AUBANK,EQ,591.9,603.35,590,598.5,594,592,194755,116516340.6,15-APR-2019,9594,INE949L01017,
AUBANK,EQ,595,608,595,604.5,603.95,598.5,98647,59490162.2,16-APR-2019,4242,INE949L01017,
AUBANK,EQ,604,623.8,597.2,616.9,613.5,604.5,958375,581319014.4,18-APR-2019,11226,INE949L01017,
AUBANK,EQ,624.5,624.5,604,608.15,606,616.9,374209,230384865.5,22-APR-2019,13777,INE949L01017,
AUBANK,EQ,618.95,620.8,605.15,609.65,606.95,608.15,571964,349024846.4,23-APR-2019,19405,INE949L01017,
AUBANK,EQ,616.9,616.9,600.05,610.85,614.9,609.65,586243,356537331.6,24-APR-2019,18995,INE949L01017,
AUBANK,EQ,608,629.8,608,625.1,621.7,610.85,646109,402651738.9,25-APR-2019,12758,INE949L01017,
AUBANK,EQ,627,639.9,621.05,637.95,638.5,625.1,433178,273666189.1,26-APR-2019,11065,INE949L01017,
AUBANK,EQ,638.5,647,631,644.65,641.5,637.95,386647,248134177.4,30-APR-2019,24238,INE949L01017,
AUBANK,EQ,636.2,647,632,641.55,636.1,644.65,161604,103380151.5,02-MAY-2019,7206,INE949L01017,
AUBANK,EQ,641,645,625.65,631.3,630.5,641.55,73830,46738278.95,03-MAY-2019,3740,INE949L01017,
AUBANK,EQ,629.9,629.9,618.4,624.65,625,631.3,46212,28912611.4,06-MAY-2019,3396,INE949L01017,
AUBANK,EQ,625,646,625,639.4,639.75,624.65,382191,244384756.15,07-MAY-2019,9637,INE949L01017,
AUBANK,EQ,642,643.5,632.2,641.3,639.15,639.4,776828,496445447.9,08-MAY-2019,5413,INE949L01017,
AUBANK,EQ,641,642,627.8,630.65,631,641.3,80482,51097344.5,09-MAY-2019,8915,INE949L01017,
AUBANK,EQ,631.95,647,631.95,645.05,643.5,630.65,331536,212922881.85,10-MAY-2019,9650,INE949L01017,
AUBANK,EQ,640.9,653.3,633.6,646.45,645.05,645.05,708675,459238948.65,13-MAY-2019,10266,INE949L01017,
AUBANK,EQ,643.25,650,638.1,649.35,647,646.45,158142,102268674.25,14-MAY-2019,9415,INE949L01017,
AUBANK,EQ,647,655,644.3,650.75,650,649.35,552140,358882537.45,15-MAY-2019,11887,INE949L01017,
AUBANK,EQ,648.1,659.5,636.85,640.75,639.7,650.75,150622,98519181.9,16-MAY-2019,5176,INE949L01017,
AUBANK,EQ,642.85,675,641.05,660,659.65,640.75,541410,357616148.2,17-MAY-2019,12316,INE949L01017,
AUBANK,EQ,670.05,695,661.95,691.1,691.5,660,615786,419603314.8,20-MAY-2019,12333,INE949L01017,
AUBANK,EQ,698.8,709.4,686.4,697.65,697.6,691.1,199328,139474320.5,21-MAY-2019,7465,INE949L01017,
AUBANK,EQ,702,702,673,687.3,687.5,697.65,203362,139090765.2,22-MAY-2019,14320,INE949L01017,
AUBANK,EQ,692,704,675.2,696.85,699,687.3,181360,125470539.2,23-MAY-2019,6457,INE949L01017,
AUBANK,EQ,691.2,700.1,680,681.9,680.2,696.85,75103,51665457.65,24-MAY-2019,4719,INE949L01017,
AUBANK,EQ,682.2,691.5,670.8,677.4,675.05,681.9,136148,92273548.6,27-MAY-2019,7263,INE949L01017,
AUBANK,EQ,680,699,680,694.7,697,677.4,321206,222671128.35,28-MAY-2019,17844,INE949L01017,
