SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AXISNIFTY,EQ,968,968,830.3,852.48,832.1,967.86,211,181307.78,10-JUL-2017,16,INF846K01ZL0
AXISNIFTY,EQ,1084.08,1084.28,1084.08,1084.28,1084.28,1082.94,10,10842.4,09-MAY-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1079.39,1079.39,1076.63,1076.63,1076.63,1084.28,15,16163.25,10-MAY-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1085,1085,1078.26,1078.81,1078.81,1076.63,177,190928.84,11-MAY-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1085,1095.3,1084.68,1084.68,1084.68,1078.81,176,191198.06,14-MAY-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1102.32,1102.32,1088.05,1092.21,1092.21,1084.68,26,28395.72,15-MAY-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1087.54,1087.54,1087.54,1087.54,1087.54,1092.21,5,5437.7,16-MAY-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1074.29,1083.72,1074.29,1079.13,1079.13,1087.54,8,8617.31,17-MAY-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1076.45,1076.45,1076.45,1076.45,1076.45,1079.13,1,1076.45,18-MAY-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1070.12,1070.12,1055.22,1055.22,1055.22,1076.45,15,15977.3,21-MAY-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1058.33,1065.81,1056.5,1056.5,1056.5,1055.22,106,112458.78,22-MAY-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1053.76,1063.2,1050.09,1050.09,1050.09,1056.5,92,97088.14,23-MAY-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1048.91,1056.12,1048.91,1056.12,1056.12,1050.09,51,53643.91,24-MAY-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1069.75,1069.75,1065.4,1067.44,1067.44,1056.12,83,88579.13,25-MAY-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1080.16,1080.16,1073,1074.13,1074.13,1067.44,595,639164.29,28-MAY-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1081.55,1081.55,1081.55,1081.55,1081.55,1074.13,1,1081.55,29-MAY-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1073,1073,1061.99,1062,1062,1081.55,96,102204.79,30-MAY-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1070.97,1080.09,1070.97,1077.96,1080.09,1062,33,35426,31-MAY-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1080.52,1090.08,1077.69,1077.69,1077.69,1077.96,42,45367.98,01-JUN-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1077.1,1081.65,1068.36,1068.36,1068.36,1077.69,144,154197.35,04-JUN-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1065.28,1065.28,1065.28,1065.28,1065.28,1068.36,10,10652.8,05-JUN-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1041,1079.2,1041,1074.59,1074.59,1065.28,182,192331.27,06-JUN-2018,11,INF846K01ZL0,
AXISNIFTY,EQ,1081.27,1085.52,1080.78,1082.31,1082,1074.59,303,328190.61,07-JUN-2018,12,INF846K01ZL0,
AXISNIFTY,EQ,1088.91,1088.91,1088.91,1088.91,1088.91,1082.31,1,1088.91,08-JUN-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1097.71,1097.71,1084.18,1084.18,1084.18,1088.91,101,110132.98,11-JUN-2018,9,INF846K01ZL0,
AXISNIFTY,EQ,1088.32,1097.27,1088.31,1097.27,1097.27,1084.18,24,26155.28,12-JUN-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1097,1097,1094.81,1094.81,1094.81,1097.27,45,49299.3,13-JUN-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1096.38,1096.38,1087.15,1094.36,1094.36,1094.81,11,12005.95,14-JUN-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1095.55,1095.55,1089.82,1089.82,1089.82,1094.36,59,64338.53,15-JUN-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1087.65,1090,1087.65,1090,1090,1089.82,40,43534,18-JUN-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1070.55,1091,1041,1084.57,1084.2,1090,237,255691.4,20-JUN-2018,13,INF846K01ZL0,
AXISNIFTY,EQ,1085.16,1085.18,1085.16,1085.18,1085.18,1084.57,18,19533.04,21-JUN-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1087.8,1090.98,1087.8,1090.93,1090.98,1085.18,111,121090.7,22-JUN-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1098.48,1098.48,1093.42,1093.42,1093.42,1090.93,14,15328.12,25-JUN-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1093.21,1093.21,1087.19,1087.19,1087.19,1093.42,16,17419.12,26-JUN-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1072.91,1073.55,1070.1,1070.1,1070.1,1087.19,63,67550.71,28-JUN-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1080.4,1080.4,1076.78,1079.56,1079.41,1070.1,41,44218.97,29-JUN-2018,10,INF846K01ZL0,
AXISNIFTY,EQ,1080,1080,1071.91,1073.93,1073.93,1079.56,41,44017.02,02-JUL-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1080,1085,1080,1085,1085,1073.93,17,18412,04-JUL-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1083.98,1084.78,1083.26,1083.66,1083.91,1085,90,97556.64,05-JUL-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1095.26,1095.26,1095.26,1095.26,1095.26,1083.66,1,1095.26,06-JUL-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1100.35,1100.35,1083.18,1083.52,1083.18,1095.26,324,351457.02,09-JUL-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1105,1106,1100.58,1101.58,1101.58,1083.52,233,256532.02,10-JUL-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1182.2,1215,1100.35,1103.78,1103.78,1101.58,37,41611.61,11-JUL-2018,17,INF846K01ZL0,
AXISNIFTY,EQ,1106,1120,1106,1119,1119,1103.78,167,185930.35,12-JUL-2018,14,INF846K01ZL0,
AXISNIFTY,EQ,1106,1120,1106,1110.42,1110.42,1119,71,78906.86,13-JUL-2018,10,INF846K01ZL0,
AXISNIFTY,EQ,1117.69,1120,1110,1110.04,1110,1110.42,357,396399.96,16-JUL-2018,11,INF846K01ZL0,
AXISNIFTY,EQ,1106,1114.34,1106,1109.94,1109.94,1110.04,259,287481.44,17-JUL-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1106,1114.23,1106,1112,1112,1109.94,138,152828.68,18-JUL-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1112,1112,1104.56,1104.58,1104.56,1112,136,150831.63,19-JUL-2018,9,INF846K01ZL0,
AXISNIFTY,EQ,1176,1176,1058.9,1110.09,1110.09,1104.58,161,178572.53,20-JUL-2018,9,INF846K01ZL0,
AXISNIFTY,EQ,1112.44,1117.95,1112.44,1117.95,1117.95,1110.09,157,175215.28,23-JUL-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1123.71,1123.96,1122.35,1122.35,1122.35,1117.95,94,105608.62,24-JUL-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1133.04,1133.04,1123.2,1123.89,1123.89,1122.35,85,95552.76,25-JUL-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1135.19,1135.59,1124.77,1124.77,1124.77,1123.89,775,879595.03,26-JUL-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1143.29,1143.29,1137.54,1137.54,1137.54,1124.77,304,345835.16,27-JUL-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1137.54,1142.27,1137.22,1142.27,1142.27,1137.54,534,607904.68,30-JUL-2018,13,INF846K01ZL0,
AXISNIFTY,EQ,1142.89,1144.56,1142.89,1144.56,1144.56,1142.27,177,202478.26,31-JUL-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1157.42,1157.42,1146.32,1146.32,1146.32,1144.56,7,8046.44,01-AUG-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1146.8,1146.8,1134.02,1134.02,1134.02,1146.32,107,121382.95,02-AUG-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1142.24,1146.04,1142.24,1146.04,1146.04,1134.02,204,233396.96,03-AUG-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1150.38,1151.26,1150.38,1151.26,1151.26,1146.04,165,189897.65,06-AUG-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1147.67,1158.72,1147.67,1158.72,1158.72,1151.26,659,763541.23,07-AUG-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1159.03,1159.03,1159.03,1159.03,1159.03,1158.72,1,1159.03,08-AUG-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1166.53,1166.73,1157.22,1157.6,1157.6,1159.03,141,163283.73,09-AUG-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1164.11,1164.61,1153.76,1153.76,1153.76,1157.6,51,59132.7,10-AUG-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1154.79,1154.79,1154.79,1154.79,1154.79,1153.76,12,13857.48,13-AUG-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1160.24,1161.86,1152.57,1155.55,1155.55,1154.79,59,68417.57,14-AUG-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1162.41,1163,1162.41,1163,1163,1155.55,91,105830.05,16-AUG-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1155,1163,1155,1158.69,1158.69,1163,26,30068.64,17-AUG-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1163.05,1167.58,1163.05,1166.37,1166.37,1158.69,196,228619.18,20-AUG-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1167.03,1175.89,1167.03,1168.01,1168.02,1166.37,86,100486.03,21-AUG-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1176,1177.43,1176,1177.43,1177.43,1168.01,64,75354.09,23-AUG-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1171.35,1171.35,1167.18,1167.18,1167.18,1177.43,116,135477.74,24-AUG-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1176,1185.26,1176,1185.26,1185.26,1167.18,139,163711.98,27-AUG-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1176,1192.81,1176,1192.81,1192.81,1185.26,33,39252.42,28-AUG-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1185.78,1185.78,1184.82,1184.82,1184.82,1192.81,19,22520.22,29-AUG-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1188.73,1188.73,1177.81,1177.81,1177.81,1184.82,31,36592.03,30-AUG-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1190.01,1190.01,1188.02,1188.02,1188.02,1177.81,55,65441.54,31-AUG-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1206,1285.14,1011,1164.2,1125,1188.02,55,65231.93,03-SEP-2018,19,INF846K01ZL0,
AXISNIFTY,EQ,1206,1226,1163.74,1164.25,1163.74,1164.2,73,86775.93,04-SEP-2018,19,INF846K01ZL0,
AXISNIFTY,EQ,1165,1165,1156.42,1156.42,1156.42,1164.25,100,116384.97,05-SEP-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1167.9,1167.9,1166,1166,1166,1156.42,41,47844,06-SEP-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1167.31,1171.71,1167.31,1171.71,1171.71,1166,31,36238.9,07-SEP-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1171.46,1172.51,1158.67,1166.09,1166.09,1171.71,125,145986.35,10-SEP-2018,13,INF846K01ZL0,
AXISNIFTY,EQ,1206,1250,1143.1,1143.1,1143.1,1166.09,41,48606.09,11-SEP-2018,11,INF846K01ZL0,
AXISNIFTY,EQ,1143.1,1167.51,1143.1,1166.47,1166.47,1143.1,78,91007.47,14-SEP-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1166,1170,1152.31,1159.98,1160,1166.47,79,91563.79,17-SEP-2018,11,INF846K01ZL0,
AXISNIFTY,EQ,1151.05,1160.03,1146.1,1147.72,1146.1,1159.98,241,277326.15,18-SEP-2018,12,INF846K01ZL0,
AXISNIFTY,EQ,1148,1148,1138.1,1138.1,1138.1,1147.72,40,45734.02,19-SEP-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1142.14,1142.14,1122.1,1122.24,1122.24,1138.1,224,254366.27,21-SEP-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1128.71,1128.71,1120.28,1121.8,1121.8,1122.24,109,122306.11,24-SEP-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1206,1355,1098.05,1120.39,1120.39,1121.8,146,164498.71,25-SEP-2018,17,INF846K01ZL0,
AXISNIFTY,EQ,1132.17,1132.17,1115.42,1125.76,1125.76,1120.39,116,130542.07,26-SEP-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1124.97,1124.97,1113.1,1120.62,1120.62,1125.76,46,51362.73,27-SEP-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1115.87,1120.08,1110,1110,1110,1120.62,76,84658.17,28-SEP-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1110.76,1113.06,1104.2,1113.06,1113.06,1110,101,111915.16,01-OCT-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1113.86,1119.94,1100,1101.6,1100,1113.06,29,32265.92,03-OCT-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1217.94,1217.94,1075.38,1078.07,1075.38,1101.6,325,352271.98,04-OCT-2018,22,INF846K01ZL0,
AXISNIFTY,EQ,1070,1072.53,1048.26,1056.14,1048.26,1078.07,243,258390.98,05-OCT-2018,17,INF846K01ZL0,
AXISNIFTY,EQ,1054.47,1057.62,1034.96,1051.13,1051.13,1056.14,67,70678.16,08-OCT-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1055.5,1055.5,1052.2,1052.2,1052.2,1051.13,80,84219.1,09-OCT-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1100,1145,1053.28,1064.28,1059.49,1052.2,107,116587.59,10-OCT-2018,35,INF846K01ZL0,
AXISNIFTY,EQ,1032.66,1053.06,1032.66,1043.66,1046.43,1064.28,283,294699.92,11-OCT-2018,17,INF846K01ZL0,
AXISNIFTY,EQ,1063.14,1069.09,1062,1069.09,1069.09,1043.66,145,154888.75,12-OCT-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1069.09,1069.51,1054.85,1067.85,1067.85,1069.09,94,100253.19,15-OCT-2018,10,INF846K01ZL0,
AXISNIFTY,EQ,1079.68,1081.45,1069.48,1081.45,1081.45,1067.85,16,17174.65,16-OCT-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1090.13,1090.13,1067.6,1067.6,1067.6,1081.45,38,40770.21,17-OCT-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1050,1060,1048,1052.25,1052.64,1067.6,158,166810.35,19-OCT-2018,15,INF846K01ZL0,
AXISNIFTY,EQ,1056.56,1056.56,1045,1045.29,1045.04,1052.25,46,48397.15,22-OCT-2018,9,INF846K01ZL0,
AXISNIFTY,EQ,1100,1116,1031.39,1037.04,1037.04,1045.29,110,114169.4,23-OCT-2018,14,INF846K01ZL0,
AXISNIFTY,EQ,1037.29,1044.08,1034.1,1034.1,1034.1,1037.04,27,28058.17,24-OCT-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1035.28,1035.83,1028,1035.83,1035.83,1034.1,121,124684.38,25-OCT-2018,11,INF846K01ZL0,
AXISNIFTY,EQ,1028,1033.26,1018.31,1018.31,1018.31,1035.83,59,60346.67,26-OCT-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1056,1072,1056,1072,1072,1018.31,4,4270,29-OCT-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1048,1050.48,1037.08,1042.55,1042.55,1072,87,90805.37,30-OCT-2018,14,INF846K01ZL0,
AXISNIFTY,EQ,1048,1058,1037.23,1058,1058,1042.55,25,26258.19,31-OCT-2018,9,INF846K01ZL0,
AXISNIFTY,EQ,1059.25,1061,1051.95,1051.95,1051.95,1058,53,55880.27,01-NOV-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1076.38,1078.99,1068.94,1069.32,1069.32,1051.95,22,23634.52,02-NOV-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1068.63,1077.19,1064.41,1064.41,1064.41,1069.32,19,20391,05-NOV-2018,10,INF846K01ZL0,
AXISNIFTY,EQ,1082.18,1082.18,1067.78,1067.78,1067.78,1064.41,14,15103.32,06-NOV-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1071,1082.67,1071,1073.66,1073.66,1067.78,127,137075.05,09-NOV-2018,9,INF846K01ZL0,
AXISNIFTY,EQ,1083.68,1084.69,1070,1070,1070,1073.66,26,28033.82,12-NOV-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1072.06,1072.06,1064.4,1071.66,1071.66,1070,159,169597.72,13-NOV-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1079.28,1083.4,1079.28,1082.42,1082.42,1071.66,40,43237.61,14-NOV-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1081.08,1082.15,1081.08,1082.15,1082.15,1082.42,9,9730.79,15-NOV-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1080.5,1086,1080.5,1086,1086,1082.15,12,12996.3,16-NOV-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1094.17,1094.17,1094.17,1094.17,1094.17,1086,2,2188.34,19-NOV-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1090,1090,1090,1090,1090,1094.17,3,3270,20-NOV-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1078,1078,1066.64,1067.32,1066.64,1090,3,3212.64,22-NOV-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1070,1077.49,1067.41,1077.1,1077.1,1067.32,76,81451.79,26-NOV-2018,11,INF846K01ZL0,
AXISNIFTY,EQ,1077.7,1077.7,1077.7,1077.7,1077.7,1077.1,26,28020.2,27-NOV-2018,1,INF846K01ZL0,
AXISNIFTY,EQ,1085,1096.48,1085,1088.76,1088.76,1077.7,117,127776.28,28-NOV-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1078,1078,1078,1078,1078,1088.76,28,30184,29-NOV-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1104.37,1106,1098.96,1098.96,1098.96,1078,34,37529.79,30-NOV-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1115.73,1115.73,1101.76,1103.87,1103.87,1098.96,32,35597.7,03-DEC-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1092,1109.82,1092,1106,1106,1103.87,20,22115.34,04-DEC-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1102.58,1102.58,1093.79,1102,1102,1106,92,101343.53,05-DEC-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1089.43,1089.44,1074.31,1076.15,1074.31,1102,30,32602.31,06-DEC-2018,9,INF846K01ZL0,
AXISNIFTY,EQ,1086.17,1086.17,1079.56,1079.56,1079.56,1076.15,36,38930.26,07-DEC-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1095,1130,1087,1087.44,1100,1079.56,118,129792,10-DEC-2018,22,INF846K01ZL0,
AXISNIFTY,EQ,1100,1146,1063.17,1072.04,1072.04,1087.44,60,64752.1,11-DEC-2018,14,INF846K01ZL0,
AXISNIFTY,EQ,1077.97,1088.7,1077.97,1080.46,1080.46,1072.04,14,15126.26,12-DEC-2018,4,INF846K01ZL0,
AXISNIFTY,EQ,1104.78,1104.78,1092.13,1092.13,1092.13,1080.46,112,123080.42,13-DEC-2018,16,INF846K01ZL0,
AXISNIFTY,EQ,1104.65,1105.15,1092.32,1095.3,1095.3,1092.13,154,168595.32,14-DEC-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1100.6,1108.44,1100.6,1103.55,1103.55,1095.3,139,153084.28,17-DEC-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1107.24,1107.24,1099.85,1100.35,1100.35,1103.55,184,202392.79,18-DEC-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1117.29,1117.29,1110.38,1112.35,1112.35,1100.35,25,27842.14,19-DEC-2018,8,INF846K01ZL0,
AXISNIFTY,EQ,1115.94,1116.43,1111.02,1111.02,1111.02,1112.35,51,56896.85,20-DEC-2018,5,INF846K01ZL0,
AXISNIFTY,EQ,1115.81,1115.81,1099.24,1099.24,1099.24,1111.02,36,39704.31,21-DEC-2018,3,INF846K01ZL0,
AXISNIFTY,EQ,1095,1097.04,1086.63,1097.04,1097.04,1099.24,147,160094.44,24-DEC-2018,10,INF846K01ZL0,
AXISNIFTY,EQ,1079.67,1095.11,1078,1095.11,1095.11,1097.04,20,21667.26,26-DEC-2018,7,INF846K01ZL0,
AXISNIFTY,EQ,1103.71,1103.71,1102.66,1102.66,1102.66,1095.11,2,2206.37,27-DEC-2018,2,INF846K01ZL0,
AXISNIFTY,EQ,1111.76,1111.76,1101.39,1101.39,1101.39,1102.66,47,51905.4,28-DEC-2018,6,INF846K01ZL0,
AXISNIFTY,EQ,1112,1234,1075.01,1110.87,1110.87,1101.39,567,651691.65,31-DEC-2018,79,INF846K01ZL0,
AXISNIFTY,EQ,1106.04,1115.84,1106.04,1108.14,1115.84,1110.87,97,107468.35,01-JAN-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1111.7,1111.7,1104.97,1104.97,1104.97,1108.14,6,6660.01,02-JAN-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1127.99,1129.99,1070,1129,1129,1104.97,153,171124.85,03-JAN-2019,23,INF846K01ZL0,
AXISNIFTY,EQ,1120,1129,1079.07,1092.28,1092.28,1129,20,21841.23,04-JAN-2019,16,INF846K01ZL0,
AXISNIFTY,EQ,1105.65,1106.13,1095.79,1096.19,1096.19,1092.28,37,40720.33,07-JAN-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1101.35,1101.89,1101.35,1101.89,1101.89,1096.19,2,2203.24,08-JAN-2019,2,INF846K01ZL0,
AXISNIFTY,EQ,1110.71,1110.71,1100,1100,1100,1101.89,50,55143.04,09-JAN-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1108.96,1108.96,1097.58,1097.58,1097.58,1100,26,28644.7,10-JAN-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1108,1108,1101.81,1101.81,1101.81,1097.58,14,15499.62,11-JAN-2019,3,INF846K01ZL0,
AXISNIFTY,EQ,1099.06,1099.06,1097.04,1097.04,1097.04,1101.81,8,8782.38,14-JAN-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1107.3,1108.88,1099.48,1101.53,1101.53,1097.04,54,59617.03,15-JAN-2019,5,INF846K01ZL0,
AXISNIFTY,EQ,1106.26,1109.5,1104.54,1104.54,1104.54,1101.53,11,12180.14,16-JAN-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1109.5,1109.5,1102.13,1103.63,1103.63,1104.54,17,18795.09,17-JAN-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1103.65,1103.65,1103.65,1103.65,1103.65,1103.63,30,33109.5,18-JAN-2019,1,INF846K01ZL0,
AXISNIFTY,EQ,1107.88,1116.77,1107.88,1113.29,1113.3,1103.65,63,70143,21-JAN-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1103.69,1106.8,1103.69,1106.8,1106.8,1113.29,41,45282.39,22-JAN-2019,2,INF846K01ZL0,
AXISNIFTY,EQ,1108.7,1116.04,1098.38,1098.38,1098.38,1106.8,103,114343.05,23-JAN-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1099.91,1106.52,1099.9,1105.49,1105.49,1098.38,19,20979.44,24-JAN-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1116.5,1116.5,1094.33,1094.58,1094.33,1105.49,13,14395.31,25-JAN-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1096.03,1096.53,1082.88,1084.41,1084.41,1094.58,83,89989.32,28-JAN-2019,5,INF846K01ZL0,
AXISNIFTY,EQ,1084.41,1084.41,1084.41,1084.41,1084.41,1084.41,31,33616.71,29-JAN-2019,1,INF846K01ZL0,
AXISNIFTY,EQ,1080.35,1080.35,1080.35,1080.35,1080.35,1084.41,53,57258.55,30-JAN-2019,1,INF846K01ZL0,
AXISNIFTY,EQ,1085.74,1086.74,1085.74,1086.74,1086.74,1080.35,12,13030.88,31-JAN-2019,3,INF846K01ZL0,
AXISNIFTY,EQ,1112.58,1112.58,1112.58,1112.58,1112.58,1086.74,2,2225.16,01-FEB-2019,1,INF846K01ZL0,
AXISNIFTY,EQ,1102.92,1109.18,1102.92,1105,1105,1112.58,75,82905.68,04-FEB-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1110.41,1110.41,1110.41,1110.41,1110.41,1105,10,11104.1,05-FEB-2019,1,INF846K01ZL0,
AXISNIFTY,EQ,1126.28,1126.28,1114.77,1119.83,1119.83,1110.41,54,60461.98,06-FEB-2019,9,INF846K01ZL0,
AXISNIFTY,EQ,1123.1,1123.1,1123.1,1123.1,1123.1,1119.83,10,11231,07-FEB-2019,1,INF846K01ZL0,
AXISNIFTY,EQ,1108,1135,1080.05,1118.45,1118.45,1123.1,72,80302.6,08-FEB-2019,12,INF846K01ZL0,
AXISNIFTY,EQ,1118.45,1118.45,1110,1110,1110,1118.45,35,38937.33,11-FEB-2019,7,INF846K01ZL0,
AXISNIFTY,EQ,1110,1110,1110,1110,1110,1110,11,12210,12-FEB-2019,2,INF846K01ZL0,
AXISNIFTY,EQ,1110.01,1110.01,1094.46,1094.46,1094.46,1110,34,37609.14,13-FEB-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1101.35,1101.35,1090.47,1093.08,1093.08,1094.46,145,158678.64,14-FEB-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1093,1093,1079.84,1088,1088,1093.08,43,46666.94,15-FEB-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1088,1092.93,1083.95,1092.65,1092.65,1088,41,44691.24,18-FEB-2019,8,INF846K01ZL0,
AXISNIFTY,EQ,1094.57,1094.57,1084.82,1088.3,1088.3,1092.65,33,35875.8,19-FEB-2019,5,INF846K01ZL0,
AXISNIFTY,EQ,1090,1090,1090,1090,1090,1088.3,26,28340,20-FEB-2019,1,INF846K01ZL0,
AXISNIFTY,EQ,1094.04,1096.01,1094.03,1095.98,1095.98,1090,22,24092.14,21-FEB-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1106.5,1106.5,1105.24,1105.24,1105.24,1095.98,9,9952.2,25-FEB-2019,2,INF846K01ZL0,
AXISNIFTY,EQ,1099.71,1101.96,1092.97,1101.96,1101.96,1105.24,109,119726.35,26-FEB-2019,10,INF846K01ZL0,
AXISNIFTY,EQ,1117.94,1117.94,1096.43,1097.95,1097.95,1101.96,13,14278.16,27-FEB-2019,4,INF846K01ZL0,
AXISNIFTY,EQ,1108.84,1108.84,1108.84,1108.84,1108.84,1097.95,5,5544.2,28-FEB-2019,2,INF846K01ZL0,
AXISNIFTY,EQ,1108,1108,1100.58,1100.58,1100.58,1108.84,60,66157.54,01-MAR-2019,6,INF846K01ZL0,
AXISNIFTY,EQ,1110.85,1118.9,1110.51,1118.9,1118.9,1100.58,39,43335.87,05-MAR-2019,11,INF846K01ZL0,
